,DATE,NAME,PRCP,SNWD,STATION,TAVG,TMAX,TMIN,YEAR
140,1955-05-21,"HELLINIKON, GR",0.0,,GR000016716,,27.2,17.5,1955
141,1955-05-22,"HELLINIKON, GR",0.0,,GR000016716,,27.7,18.6,1955
142,1955-05-23,"HELLINIKON, GR",0.0,,GR000016716,,26.4,19.5,1955
143,1955-05-24,"HELLINIKON, GR",0.0,,GR000016716,,22.9,16.0,1955
144,1955-05-25,"HELLINIKON, GR",0.0,,GR000016716,,22.7,14.0,1955
145,1955-05-26,"HELLINIKON, GR",0.0,,GR000016716,,22.7,13.8,1955
146,1955-05-27,"HELLINIKON, GR",0.0,,GR000016716,,25.2,16.0,1955
147,1955-05-28,"HELLINIKON, GR",0.0,,GR000016716,,27.6,19.6,1955
148,1955-05-29,"HELLINIKON, GR",0.0,,GR000016716,,30.0,20.0,1955
149,1955-05-30,"HELLINIKON, GR",0.0,,GR000016716,,27.8,20.6,1955
150,1955-05-31,"HELLINIKON, GR",0.0,,GR000016716,,27.7,19.9,1955
151,1955-06-01,"HELLINIKON, GR",0.0,,GR000016716,,26.0,17.6,1955
152,1955-06-02,"HELLINIKON, GR",0.0,,GR000016716,,26.4,17.0,1955
153,1955-06-03,"HELLINIKON, GR",0.0,,GR000016716,,26.0,17.0,1955
154,1955-06-04,"HELLINIKON, GR",0.0,,GR000016716,,26.5,18.9,1955
155,1955-06-05,"HELLINIKON, GR",0.0,,GR000016716,,27.0,18.0,1955
156,1955-06-06,"HELLINIKON, GR",0.0,,GR000016716,,28.0,18.8,1955
157,1955-06-07,"HELLINIKON, GR",0.0,,GR000016716,,27.4,20.0,1955
158,1955-06-08,"HELLINIKON, GR",0.0,,GR000016716,,25.9,19.0,1955
159,1955-06-09,"HELLINIKON, GR",0.0,,GR000016716,,30.0,19.5,1955
160,1955-06-10,"HELLINIKON, GR",0.0,,GR000016716,,33.5,19.9,1955
161,1955-06-11,"HELLINIKON, GR",0.0,,GR000016716,,30.8,22.0,1955
162,1955-06-12,"HELLINIKON, GR",0.0,,GR000016716,,31.2,22.3,1955
163,1955-06-13,"HELLINIKON, GR",0.0,,GR000016716,,27.0,20.1,1955
164,1955-06-14,"HELLINIKON, GR",0.0,,GR000016716,,26.4,17.7,1955
165,1955-06-15,"HELLINIKON, GR",0.0,,GR000016716,,28.4,20.0,1955
166,1955-06-16,"HELLINIKON, GR",0.0,,GR000016716,,26.0,19.2,1955
167,1955-06-17,"HELLINIKON, GR",0.0,,GR000016716,,27.3,16.6,1955
168,1955-06-18,"HELLINIKON, GR",0.0,,GR000016716,,28.1,18.4,1955
169,1955-06-19,"HELLINIKON, GR",0.0,,GR000016716,,33.8,18.2,1955
170,1955-06-20,"HELLINIKON, GR",0.0,,GR000016716,,32.7,24.3,1955
171,1955-06-21,"HELLINIKON, GR",0.0,,GR000016716,,34.4,22.4,1955
172,1955-06-22,"HELLINIKON, GR",0.0,,GR000016716,,35.0,20.8,1955
173,1955-06-23,"HELLINIKON, GR",0.0,,GR000016716,,32.0,21.6,1955
174,1955-06-24,"HELLINIKON, GR",0.0,,GR000016716,,31.0,23.0,1955
175,1955-06-25,"HELLINIKON, GR",0.0,,GR000016716,,29.8,21.2,1955
176,1955-06-26,"HELLINIKON, GR",0.0,,GR000016716,,28.1,18.5,1955
177,1955-06-27,"HELLINIKON, GR",0.0,,GR000016716,,29.7,19.6,1955
178,1955-06-28,"HELLINIKON, GR",0.0,,GR000016716,,31.0,21.0,1955
179,1955-06-29,"HELLINIKON, GR",0.0,,GR000016716,,30.8,22.5,1955
180,1955-06-30,"HELLINIKON, GR",0.0,,GR000016716,,31.0,23.0,1955
181,1955-07-01,"HELLINIKON, GR",0.0,,GR000016716,,31.1,21.3,1955
182,1955-07-02,"HELLINIKON, GR",0.0,,GR000016716,,33.0,22.1,1955
183,1955-07-03,"HELLINIKON, GR",0.0,,GR000016716,,32.8,21.9,1955
184,1955-07-04,"HELLINIKON, GR",0.0,,GR000016716,,30.7,22.5,1955
185,1955-07-05,"HELLINIKON, GR",0.0,,GR000016716,,29.9,21.5,1955
186,1955-07-06,"HELLINIKON, GR",0.0,,GR000016716,,30.4,21.5,1955
187,1955-07-07,"HELLINIKON, GR",0.0,,GR000016716,,30.8,23.5,1955
188,1955-07-08,"HELLINIKON, GR",0.0,,GR000016716,,30.2,20.5,1955
189,1955-07-09,"HELLINIKON, GR",0.0,,GR000016716,,29.2,20.1,1955
190,1955-07-10,"HELLINIKON, GR",0.0,,GR000016716,,29.8,21.7,1955
191,1955-07-11,"HELLINIKON, GR",0.0,,GR000016716,,30.6,21.3,1955
192,1955-07-12,"HELLINIKON, GR",0.0,,GR000016716,,31.7,21.2,1955
193,1955-07-13,"HELLINIKON, GR",0.0,,GR000016716,,33.4,24.5,1955
194,1955-07-14,"HELLINIKON, GR",0.0,,GR000016716,,32.7,22.3,1955
195,1955-07-15,"HELLINIKON, GR",0.0,,GR000016716,,31.0,23.0,1955
196,1955-07-16,"HELLINIKON, GR",0.0,,GR000016716,,32.7,20.8,1955
197,1955-07-17,"HELLINIKON, GR",0.0,,GR000016716,,33.0,22.8,1955
198,1955-07-18,"HELLINIKON, GR",0.0,,GR000016716,,33.0,21.2,1955
199,1955-07-19,"HELLINIKON, GR",0.0,,GR000016716,,32.0,24.1,1955
200,1955-07-20,"HELLINIKON, GR",0.0,,GR000016716,,34.7,22.7,1955
201,1955-07-21,"HELLINIKON, GR",0.0,,GR000016716,,32.0,22.2,1955
202,1955-07-22,"HELLINIKON, GR",0.0,,GR000016716,,33.0,23.8,1955
203,1955-07-23,"HELLINIKON, GR",0.0,,GR000016716,,32.8,24.0,1955
204,1955-07-24,"HELLINIKON, GR",0.0,,GR000016716,,32.1,21.1,1955
205,1955-07-25,"HELLINIKON, GR",2.3,,GR000016716,,31.3,21.5,1955
206,1955-07-26,"HELLINIKON, GR",0.0,,GR000016716,,29.9,22.4,1955
207,1955-07-27,"HELLINIKON, GR",0.0,,GR000016716,,34.6,23.6,1955
208,1955-07-28,"HELLINIKON, GR",0.0,,GR000016716,,33.3,26.2,1955
209,1955-07-29,"HELLINIKON, GR",0.0,,GR000016716,,32.8,25.0,1955
210,1955-07-30,"HELLINIKON, GR",0.0,,GR000016716,,30.8,26.4,1955
211,1955-07-31,"HELLINIKON, GR",0.0,,GR000016716,,31.2,21.8,1955
212,1955-08-01,"HELLINIKON, GR",0.0,,GR000016716,,29.4,22.4,1955
213,1955-08-02,"HELLINIKON, GR",0.0,,GR000016716,,30.0,21.2,1955
214,1955-08-03,"HELLINIKON, GR",0.0,,GR000016716,,30.3,22.0,1955
215,1955-08-04,"HELLINIKON, GR",0.0,,GR000016716,,32.2,23.5,1955
216,1955-08-05,"HELLINIKON, GR",0.0,,GR000016716,,31.0,24.0,1955
217,1955-08-06,"HELLINIKON, GR",0.0,,GR000016716,,30.2,23.0,1955
218,1955-08-07,"HELLINIKON, GR",0.0,,GR000016716,,30.4,22.5,1955
219,1955-08-08,"HELLINIKON, GR",0.0,,GR000016716,,29.2,22.5,1955
220,1955-08-09,"HELLINIKON, GR",0.0,,GR000016716,,30.1,20.1,1955
221,1955-08-10,"HELLINIKON, GR",0.0,,GR000016716,,31.2,23.0,1955
222,1955-08-11,"HELLINIKON, GR",0.0,,GR000016716,,29.8,20.5,1955
223,1955-08-12,"HELLINIKON, GR",0.0,,GR000016716,,30.6,21.6,1955
224,1955-08-13,"HELLINIKON, GR",0.0,,GR000016716,,30.1,22.5,1955
225,1955-08-14,"HELLINIKON, GR",0.0,,GR000016716,,32.0,22.3,1955
226,1955-08-15,"HELLINIKON, GR",0.0,,GR000016716,,33.3,23.0,1955
227,1955-08-16,"HELLINIKON, GR",4.8,,GR000016716,,30.8,21.0,1955
228,1955-08-17,"HELLINIKON, GR",6.4,,GR000016716,,25.4,18.6,1955
229,1955-08-18,"HELLINIKON, GR",5.5,,GR000016716,,26.3,20.0,1955
230,1955-08-19,"HELLINIKON, GR",0.0,,GR000016716,,29.8,18.3,1955
231,1955-08-20,"HELLINIKON, GR",0.0,,GR000016716,,29.8,19.6,1955
232,1955-08-21,"HELLINIKON, GR",0.0,,GR000016716,,30.5,20.3,1955
233,1955-08-22,"HELLINIKON, GR",0.0,,GR000016716,,30.2,21.1,1955
234,1955-08-23,"HELLINIKON, GR",0.0,,GR000016716,,31.2,20.5,1955
235,1955-08-24,"HELLINIKON, GR",0.0,,GR000016716,,31.9,22.4,1955
236,1955-08-25,"HELLINIKON, GR",0.0,,GR000016716,,33.5,19.8,1955
237,1955-08-26,"HELLINIKON, GR",0.0,,GR000016716,,33.6,20.0,1955
238,1955-08-27,"HELLINIKON, GR",0.0,,GR000016716,,32.8,21.5,1955
239,1955-08-28,"HELLINIKON, GR",0.0,,GR000016716,,30.8,22.7,1955
240,1955-08-29,"HELLINIKON, GR",0.0,,GR000016716,,31.2,22.2,1955
241,1955-08-30,"HELLINIKON, GR",0.0,,GR000016716,,30.1,21.5,1955
242,1955-08-31,"HELLINIKON, GR",0.0,,GR000016716,,28.8,20.6,1955
243,1955-09-01,"HELLINIKON, GR",0.0,,GR000016716,,28.7,21.0,1955
244,1955-09-02,"HELLINIKON, GR",29.2,,GR000016716,,28.1,21.0,1955
245,1955-09-03,"HELLINIKON, GR",15.6,,GR000016716,,28.0,20.5,1955
246,1955-09-04,"HELLINIKON, GR",0.0,,GR000016716,,28.1,19.0,1955
247,1955-09-05,"HELLINIKON, GR",0.0,,GR000016716,,29.0,20.2,1955
248,1955-09-06,"HELLINIKON, GR",0.0,,GR000016716,,28.5,20.2,1955
249,1955-09-07,"HELLINIKON, GR",0.0,,GR000016716,,30.0,19.8,1955
250,1955-09-08,"HELLINIKON, GR",0.0,,GR000016716,,31.1,18.8,1955
251,1955-09-09,"HELLINIKON, GR",0.0,,GR000016716,,30.4,21.1,1955
252,1955-09-10,"HELLINIKON, GR",0.0,,GR000016716,,32.6,20.7,1955
253,1955-09-11,"HELLINIKON, GR",0.0,,GR000016716,,29.7,19.6,1955
254,1955-09-12,"HELLINIKON, GR",0.0,,GR000016716,,30.0,18.9,1955
255,1955-09-13,"HELLINIKON, GR",0.0,,GR000016716,,29.7,19.5,1955
256,1955-09-14,"HELLINIKON, GR",0.0,,GR000016716,,27.5,20.0,1955
257,1955-09-15,"HELLINIKON, GR",0.0,,GR000016716,,28.6,20.0,1955
258,1955-09-16,"HELLINIKON, GR",0.0,,GR000016716,,29.3,22.6,1955
259,1955-09-17,"HELLINIKON, GR",0.0,,GR000016716,,28.8,20.7,1955
260,1955-09-18,"HELLINIKON, GR",0.0,,GR000016716,,27.2,18.0,1955
261,1955-09-19,"HELLINIKON, GR",0.0,,GR000016716,,26.8,16.5,1955
262,1955-09-20,"HELLINIKON, GR",0.0,,GR000016716,,27.7,16.6,1955
263,1955-09-21,"HELLINIKON, GR",0.0,,GR000016716,,29.6,20.2,1955
264,1955-09-22,"HELLINIKON, GR",0.0,,GR000016716,,27.8,18.0,1955
265,1955-09-23,"HELLINIKON, GR",2.8,,GR000016716,,26.7,17.4,1955
266,1955-09-24,"HELLINIKON, GR",1.6,,GR000016716,,26.2,19.5,1955
267,1955-09-25,"HELLINIKON, GR",0.0,,GR000016716,,28.0,18.1,1955
268,1955-09-26,"HELLINIKON, GR",0.0,,GR000016716,,28.2,18.0,1955
269,1955-09-27,"HELLINIKON, GR",0.0,,GR000016716,,25.9,19.0,1955
270,1955-09-28,"HELLINIKON, GR",0.8,,GR000016716,,25.3,17.0,1955
271,1955-09-29,"HELLINIKON, GR",4.3,,GR000016716,,27.8,18.0,1955
272,1955-09-30,"HELLINIKON, GR",0.0,,GR000016716,,27.8,18.7,1955
273,1955-10-01,"HELLINIKON, GR",13.0,,GR000016716,,24.0,19.0,1955
274,1955-10-02,"HELLINIKON, GR",5.5,,GR000016716,,24.9,16.0,1955
275,1955-10-03,"HELLINIKON, GR",24.8,,GR000016716,,24.0,14.7,1955
276,1955-10-04,"HELLINIKON, GR",0.0,,GR000016716,,26.0,14.8,1955
277,1955-10-05,"HELLINIKON, GR",0.0,,GR000016716,,26.8,15.6,1955
278,1955-10-06,"HELLINIKON, GR",0.0,,GR000016716,,26.7,15.0,1955
279,1955-10-07,"HELLINIKON, GR",17.8,,GR000016716,,24.6,17.0,1955
280,1955-10-08,"HELLINIKON, GR",40.5,,GR000016716,,23.8,17.8,1955
281,1955-10-09,"HELLINIKON, GR",8.1,,GR000016716,,21.0,15.8,1955
282,1955-10-10,"HELLINIKON, GR",42.7,,GR000016716,,25.4,15.5,1955
283,1955-10-11,"HELLINIKON, GR",0.8,,GR000016716,,24.3,15.0,1955
284,1955-10-12,"HELLINIKON, GR",14.3,,GR000016716,,25.3,14.5,1955
285,1955-10-13,"HELLINIKON, GR",14.7,,GR000016716,,22.8,15.0,1955
286,1955-10-14,"HELLINIKON, GR",39.0,,GR000016716,,22.9,15.0,1955
287,1955-10-15,"HELLINIKON, GR",0.8,,GR000016716,,23.6,14.2,1955
288,1955-10-16,"HELLINIKON, GR",0.0,,GR000016716,,24.0,13.6,1955
289,1955-10-17,"HELLINIKON, GR",0.0,,GR000016716,,25.8,13.6,1955
290,1955-10-18,"HELLINIKON, GR",0.0,,GR000016716,,25.9,15.0,1955
291,1955-10-19,"HELLINIKON, GR",0.0,,GR000016716,,27.5,21.0,1955
292,1955-10-20,"HELLINIKON, GR",0.0,,GR000016716,,28.8,17.7,1955
293,1955-10-21,"HELLINIKON, GR",0.0,,GR000016716,,28.4,17.0,1955
294,1955-10-22,"HELLINIKON, GR",0.0,,GR000016716,,25.9,17.2,1955
295,1955-10-23,"HELLINIKON, GR",0.0,,GR000016716,,27.8,16.2,1955
296,1955-10-24,"HELLINIKON, GR",0.0,,GR000016716,,27.0,15.4,1955
297,1955-10-25,"HELLINIKON, GR",0.0,,GR000016716,,27.0,18.5,1955
298,1955-10-26,"HELLINIKON, GR",0.0,,GR000016716,,24.3,16.0,1955
299,1955-10-27,"HELLINIKON, GR",3.8,,GR000016716,,20.6,14.2,1955
300,1955-10-28,"HELLINIKON, GR",0.0,,GR000016716,,23.0,11.7,1955
301,1955-10-29,"HELLINIKON, GR",0.0,,GR000016716,,24.7,12.0,1955
302,1955-10-30,"HELLINIKON, GR",0.0,,GR000016716,,25.0,18.0,1955
303,1955-10-31,"HELLINIKON, GR",4.8,,GR000016716,,23.3,17.2,1955
304,1955-11-01,"HELLINIKON, GR",0.0,,GR000016716,,27.0,18.0,1955
305,1955-11-02,"HELLINIKON, GR",0.0,,GR000016716,,26.0,17.0,1955
306,1955-11-03,"HELLINIKON, GR",14.4,,GR000016716,,21.4,15.6,1955
307,1955-11-04,"HELLINIKON, GR",2.1,,GR000016716,,19.3,15.5,1955
308,1955-11-05,"HELLINIKON, GR",0.0,,GR000016716,,22.0,14.3,1955
309,1955-11-06,"HELLINIKON, GR",0.0,,GR000016716,,22.8,16.4,1955
310,1955-11-07,"HELLINIKON, GR",0.0,,GR000016716,,20.7,14.0,1955
311,1955-11-08,"HELLINIKON, GR",0.0,,GR000016716,,19.2,13.6,1955
312,1955-11-09,"HELLINIKON, GR",0.0,,GR000016716,,19.5,10.6,1955
313,1955-11-10,"HELLINIKON, GR",0.0,,GR000016716,,19.0,13.2,1955
314,1955-11-11,"HELLINIKON, GR",0.0,,GR000016716,,19.9,11.5,1955
315,1955-11-12,"HELLINIKON, GR",0.0,,GR000016716,,18.8,13.5,1955
